Barometer,TempIn,HumIn,TempOut,WindSpeed,HumOut,RainRate,Datetime,station_id
29.853,62.6,69.0,58.3,16.0,84.0,0.0,2025-02-14 12:38:42+00:00,3
29.853,62.6,69.0,58.3,15.0,84.0,0.0,2025-02-14 12:38:53+00:00,3
29.853,62.6,69.0,58.3,19.0,84.0,0.0,2025-02-14 12:39:04+00:00,3
29.853,62.6,69.0,58.3,12.0,84.0,0.0,2025-02-14 12:39:15+00:00,3
29.853,62.6,69.0,58.3,12.0,84.0,0.0,2025-02-14 12:39:26+00:00,3
29.853,62.6,69.0,58.3,13.0,84.0,0.0,2025-02-14 12:39:38+00:00,3
29.853,62.6,69.0,58.3,12.0,84.0,0.0,2025-02-14 12:39:49+00:00,3
29.853,62.6,69.0,58.3,6.0,84.0,0.0,2025-02-14 12:40:00+00:00,3
29.853,62.6,69.0,58.3,11.0,84.0,0.0,2025-02-14 12:40:11+00:00,3
29.856,62.5,69.0,58.4,17.0,84.0,0.0,2025-02-14 12:40:22+00:00,3
29.856,62.5,69.0,58.3,8.0,84.0,0.0,2025-02-14 12:40:33+00:00,3
29.856,62.5,69.0,58.4,5.0,84.0,0.0,2025-02-14 12:40:44+00:00,3
29.856,62.5,69.0,58.4,8.0,84.0,0.0,2025-02-14 12:40:55+00:00,3
29.856,62.5,69.0,58.4,15.0,84.0,0.0,2025-02-14 12:41:06+00:00,3
29.852,62.6,69.0,58.4,11.0,84.0,0.0,2025-02-14 12:41:17+00:00,3
29.852,62.6,69.0,58.4,17.0,84.0,0.0,2025-02-14 12:41:28+00:00,3
29.852,62.6,69.0,58.4,16.0,84.0,0.0,2025-02-14 12:41:39+00:00,3
29.852,62.6,69.0,58.4,13.0,84.0,0.0,2025-02-14 12:41:50+00:00,3
29.852,62.6,69.0,58.4,15.0,84.0,0.0,2025-02-14 12:42:01+00:00,3
29.852,62.6,69.0,58.4,13.0,84.0,0.0,2025-02-14 12:42:12+00:00,3
29.856,62.6,69.0,58.4,12.0,84.0,0.0,2025-02-14 12:42:23+00:00,3
29.856,62.6,69.0,58.4,18.0,84.0,0.0,2025-02-14 12:42:34+00:00,3
29.856,62.6,69.0,58.4,20.0,84.0,0.0,2025-02-14 12:42:45+00:00,3
29.856,62.6,69.0,58.4,10.0,84.0,0.0,2025-02-14 12:42:56+00:00,3
29.856,62.6,69.0,58.4,17.0,84.0,0.0,2025-02-14 12:43:07+00:00,3
29.854,62.6,69.0,58.4,18.0,84.0,0.0,2025-02-14 12:43:18+00:00,3
29.854,62.6,69.0,58.4,17.0,84.0,0.0,2025-02-14 12:43:29+00:00,3
29.854,62.6,69.0,58.4,21.0,84.0,0.0,2025-02-14 12:43:40+00:00,3
29.854,62.6,69.0,58.4,22.0,83.0,0.0,2025-02-14 12:43:51+00:00,3
29.854,62.6,69.0,58.4,23.0,83.0,0.0,2025-02-14 12:44:02+00:00,3
29.854,62.6,69.0,58.4,18.0,83.0,0.0,2025-02-14 12:44:13+00:00,3
29.855,62.6,69.0,58.4,22.0,83.0,0.0,2025-02-14 12:44:24+00:00,3
29.855,62.6,69.0,58.4,19.0,83.0,0.0,2025-02-14 12:44:35+00:00,3
29.855,62.6,69.0,58.5,17.0,83.0,0.0,2025-02-14 12:44:46+00:00,3
29.855,62.6,69.0,58.4,19.0,83.0,0.0,2025-02-14 12:44:58+00:00,3
29.855,62.6,69.0,58.5,21.0,83.0,0.0,2025-02-14 12:45:09+00:00,3
29.851,62.6,69.0,58.5,15.0,83.0,0.0,2025-02-14 12:45:20+00:00,3
29.851,62.6,69.0,58.5,15.0,82.0,0.0,2025-02-14 12:45:31+00:00,3
29.851,62.6,69.0,58.5,23.0,82.0,0.0,2025-02-14 12:45:42+00:00,3
29.851,62.6,69.0,58.5,22.0,82.0,0.0,2025-02-14 12:45:53+00:00,3
29.851,62.6,69.0,58.6,14.0,82.0,0.0,2025-02-14 12:46:04+00:00,3
29.85,62.7,69.0,58.6,9.0,82.0,0.0,2025-02-14 12:46:15+00:00,3
29.85,62.7,69.0,58.6,20.0,82.0,0.0,2025-02-14 12:46:26+00:00,3
29.85,62.7,69.0,58.6,19.0,82.0,0.0,2025-02-14 12:46:37+00:00,3
29.841,62.2,66.0,55.1,10.0,80.0,0.11,2025-02-14 17:56:50+00:00,3
29.841,62.2,66.0,55.0,6.0,80.0,0.11,2025-02-14 17:57:01+00:00,3
29.841,62.2,66.0,55.1,17.0,80.0,0.11,2025-02-14 17:57:12+00:00,3
29.839,62.2,66.0,55.0,19.0,80.0,0.11,2025-02-14 17:57:23+00:00,3
29.839,62.2,66.0,55.0,12.0,80.0,0.9,2025-02-14 17:57:34+00:00,3
29.839,62.2,66.0,55.0,9.0,80.0,0.9,2025-02-14 17:57:45+00:00,3
29.839,62.2,66.0,55.0,6.0,81.0,0.9,2025-02-14 17:57:56+00:00,3
29.839,62.2,66.0,54.9,13.0,81.0,0.9,2025-02-14 17:58:07+00:00,3
29.836,62.2,66.0,54.9,7.0,81.0,0.57,2025-02-14 17:58:18+00:00,3
29.836,62.2,66.0,54.8,5.0,81.0,0.49,2025-02-14 17:58:29+00:00,3
29.836,62.2,66.0,54.8,5.0,81.0,0.43,2025-02-14 17:58:40+00:00,3
29.836,62.2,66.0,54.8,8.0,81.0,0.38,2025-02-14 17:58:52+00:00,3
29.836,62.2,66.0,54.8,11.0,81.0,0.35,2025-02-14 17:59:03+00:00,3
29.836,62.2,66.0,54.8,15.0,81.0,0.35,2025-02-14 17:59:14+00:00,3
29.835,62.1,66.0,54.8,14.0,81.0,0.35,2025-02-14 17:59:25+00:00,3
29.835,62.1,66.0,54.8,6.0,79.0,0.26,2025-02-14 17:59:36+00:00,3
29.835,62.1,66.0,54.7,8.0,79.0,0.25,2025-02-14 17:59:47+00:00,3
29.835,62.1,66.0,54.8,5.0,79.0,0.23,2025-02-14 17:59:58+00:00,3
29.835,62.1,66.0,54.8,12.0,79.0,0.22,2025-02-14 18:00:09+00:00,3
29.838,62.1,66.0,54.8,10.0,79.0,0.2,2025-02-14 18:00:20+00:00,3
29.838,62.1,66.0,54.8,10.0,79.0,0.2,2025-02-14 18:00:31+00:00,3
29.838,62.1,66.0,54.9,11.0,79.0,0.17,2025-02-14 18:00:42+00:00,3
29.838,62.1,66.0,54.9,8.0,79.0,0.16,2025-02-14 18:00:53+00:00,3
29.838,62.1,66.0,54.9,6.0,79.0,0.16,2025-02-14 18:01:04+00:00,3
29.833,62.1,66.0,54.9,12.0,79.0,0.15,2025-02-14 18:01:15+00:00,3
29.833,62.1,66.0,54.9,6.0,77.0,0.14,2025-02-14 18:01:26+00:00,3
29.833,62.1,66.0,55.0,9.0,77.0,0.14,2025-02-14 18:01:38+00:00,3
29.833,62.1,66.0,55.0,7.0,77.0,0.14,2025-02-14 18:01:49+00:00,3
29.833,62.1,66.0,55.1,13.0,77.0,0.13,2025-02-14 18:02:00+00:00,3
29.833,62.1,66.0,55.1,9.0,77.0,0.12,2025-02-14 18:02:11+00:00,3
29.834,62.0,65.0,55.1,7.0,77.0,0.12,2025-02-14 18:02:22+00:00,3
29.834,62.0,65.0,55.2,9.0,77.0,0.11,2025-02-14 18:02:33+00:00,3
29.834,62.0,65.0,55.3,13.0,77.0,0.11,2025-02-14 18:02:44+00:00,3
29.834,62.0,65.0,55.3,12.0,77.0,0.11,2025-02-14 18:02:55+00:00,3
29.834,62.0,65.0,55.3,11.0,77.0,0.1,2025-02-14 18:03:06+00:00,3
29.834,62.0,65.0,55.4,10.0,77.0,0.1,2025-02-14 18:03:17+00:00,3
29.834,62.0,65.0,55.4,16.0,77.0,0.1,2025-02-14 18:03:29+00:00,3
29.834,62.0,65.0,55.5,16.0,77.0,0.1,2025-02-14 18:03:40+00:00,3
29.834,62.0,65.0,55.5,14.0,77.0,0.09,2025-02-14 18:03:51+00:00,3
29.834,62.0,65.0,55.5,9.0,76.0,0.09,2025-02-14 18:04:02+00:00,3
29.834,62.0,65.0,55.5,13.0,76.0,0.09,2025-02-14 18:04:13+00:00,3
29.835,62.0,65.0,55.5,10.0,76.0,0.08,2025-02-14 18:04:24+00:00,3
29.835,62.0,65.0,55.6,12.0,76.0,0.08,2025-02-14 18:04:35+00:00,3
29.835,62.0,65.0,55.7,9.0,76.0,0.08,2025-02-14 18:04:46+00:00,3
29.835,62.0,65.0,55.8,8.0,75.0,0.08,2025-02-14 18:04:57+00:00,3
29.835,62.0,65.0,55.8,10.0,75.0,0.08,2025-02-14 18:05:08+00:00,3
29.834,61.9,65.0,55.8,11.0,75.0,0.08,2025-02-14 18:05:19+00:00,3
29.834,61.9,65.0,55.9,9.0,75.0,0.07,2025-02-14 18:05:30+00:00,3
29.834,61.9,65.0,55.9,13.0,75.0,0.07,2025-02-14 18:05:41+00:00,3
29.834,61.9,65.0,55.9,9.0,75.0,0.07,2025-02-14 18:05:52+00:00,3
29.834,61.9,65.0,56.0,9.0,75.0,0.07,2025-02-14 18:06:04+00:00,3
29.834,61.9,65.0,56.0,9.0,75.0,0.07,2025-02-14 18:06:15+00:00,3
29.832,61.9,65.0,56.0,9.0,75.0,0.07,2025-02-14 18:06:26+00:00,3
29.832,61.9,65.0,56.0,10.0,74.0,0.06,2025-02-14 18:06:37+00:00,3
29.832,61.9,65.0,56.0,9.0,74.0,0.06,2025-02-14 18:06:48+00:00,3
29.832,61.9,65.0,56.1,10.0,74.0,0.06,2025-02-14 18:06:59+00:00,3
29.832,61.9,65.0,56.1,14.0,74.0,0.06,2025-02-14 18:07:10+00:00,3
29.835,61.9,65.0,56.1,10.0,74.0,0.06,2025-02-14 18:07:21+00:00,3
29.835,61.9,65.0,56.2,9.0,74.0,0.06,2025-02-14 18:07:32+00:00,3
29.835,61.9,65.0,56.3,10.0,74.0,0.06,2025-02-14 18:07:43+00:00,3
29.835,61.9,65.0,56.3,11.0,74.0,0.06,2025-02-14 18:07:54+00:00,3
29.835,61.9,65.0,56.3,16.0,74.0,0.06,2025-02-14 18:08:06+00:00,3
29.83,61.9,65.0,56.3,9.0,74.0,0.05,2025-02-14 18:08:17+00:00,3
29.83,61.9,65.0,56.4,21.0,74.0,0.05,2025-02-14 18:08:28+00:00,3
29.83,61.9,65.0,56.4,14.0,74.0,0.05,2025-02-14 18:08:39+00:00,3
29.83,61.9,65.0,56.4,19.0,74.0,0.05,2025-02-14 18:08:50+00:00,3
29.83,61.9,65.0,56.5,10.0,74.0,0.05,2025-02-14 18:09:01+00:00,3
29.83,61.9,65.0,56.6,11.0,74.0,0.05,2025-02-14 18:09:12+00:00,3
29.833,61.8,65.0,56.5,8.0,74.0,0.05,2025-02-14 18:09:23+00:00,3
29.833,61.8,65.0,56.6,7.0,74.0,0.05,2025-02-14 18:09:34+00:00,3
29.833,61.8,65.0,56.6,8.0,74.0,0.05,2025-02-14 18:09:45+00:00,3
29.833,61.8,65.0,56.6,13.0,74.0,0.05,2025-02-14 18:09:56+00:00,3
29.833,61.8,65.0,56.6,10.0,75.0,0.05,2025-02-14 18:10:07+00:00,3
29.832,61.8,64.0,56.6,6.0,75.0,0.05,2025-02-14 18:10:18+00:00,3
29.832,61.8,64.0,56.7,13.0,75.0,0.05,2025-02-14 18:10:29+00:00,3
29.832,61.8,64.0,56.7,10.0,75.0,0.05,2025-02-14 18:10:41+00:00,3
29.832,61.8,64.0,56.7,6.0,75.0,0.04,2025-02-14 18:10:52+00:00,3
29.832,61.8,64.0,56.7,10.0,76.0,0.04,2025-02-14 18:11:03+00:00,3
29.832,61.8,64.0,56.7,10.0,76.0,0.04,2025-02-14 18:11:14+00:00,3
29.833,61.8,64.0,56.7,10.0,76.0,0.04,2025-02-14 18:11:25+00:00,3
29.833,61.8,64.0,56.7,9.0,76.0,0.04,2025-02-14 18:11:36+00:00,3
29.833,61.8,64.0,56.7,12.0,76.0,0.04,2025-02-14 18:11:47+00:00,3
29.833,61.8,64.0,56.7,12.0,76.0,0.04,2025-02-14 18:11:58+00:00,3
29.833,61.8,64.0,56.7,15.0,76.0,0.04,2025-02-14 18:12:09+00:00,3
29.833,61.8,64.0,56.7,14.0,76.0,0.04,2025-02-14 18:12:20+00:00,3
29.833,61.8,64.0,56.7,7.0,76.0,0.04,2025-02-14 18:12:31+00:00,3
29.833,61.8,64.0,56.8,6.0,76.0,0.04,2025-02-14 18:12:42+00:00,3
29.833,61.8,64.0,56.7,7.0,76.0,0.04,2025-02-14 18:12:53+00:00,3
29.833,61.8,64.0,56.7,5.0,76.0,0.04,2025-02-14 18:13:04+00:00,3
29.831,61.7,64.0,56.7,15.0,76.0,0.04,2025-02-14 18:13:16+00:00,3
29.831,61.7,64.0,56.7,6.0,76.0,0.04,2025-02-14 18:13:27+00:00,3
29.831,61.7,64.0,56.7,6.0,76.0,0.04,2025-02-14 18:13:38+00:00,3
29.831,61.7,64.0,56.7,12.0,76.0,0.04,2025-02-14 18:13:49+00:00,3
29.831,61.7,64.0,56.7,8.0,76.0,0.04,2025-02-14 18:14:00+00:00,3
29.831,61.7,64.0,56.8,8.0,76.0,0.04,2025-02-14 18:14:11+00:00,3
29.832,61.8,64.0,56.8,7.0,76.0,0.0,2025-02-14 18:14:22+00:00,3
29.832,61.8,64.0,56.8,6.0,77.0,0.0,2025-02-14 18:14:33+00:00,3
29.832,61.8,64.0,56.7,8.0,77.0,0.0,2025-02-14 18:14:44+00:00,3
29.832,61.8,64.0,56.7,10.0,77.0,0.0,2025-02-14 18:14:55+00:00,3
29.832,61.8,64.0,56.7,8.0,77.0,0.0,2025-02-14 18:15:06+00:00,3
29.832,61.8,64.0,56.7,10.0,77.0,0.0,2025-02-14 18:15:17+00:00,3
29.832,61.8,64.0,56.7,10.0,77.0,0.0,2025-02-14 18:15:28+00:00,3
29.832,61.8,64.0,56.7,7.0,77.0,0.0,2025-02-14 18:15:39+00:00,3
29.832,61.8,64.0,56.7,11.0,77.0,0.0,2025-02-14 18:15:50+00:00,3
29.832,61.8,64.0,56.7,13.0,77.0,0.0,2025-02-14 18:16:01+00:00,3
29.832,61.8,64.0,56.7,13.0,77.0,0.0,2025-02-14 18:16:13+00:00,3
29.832,61.7,64.0,56.7,10.0,77.0,0.0,2025-02-14 18:16:24+00:00,3
29.832,61.7,64.0,56.7,4.0,77.0,0.0,2025-02-14 18:16:35+00:00,3
29.832,61.7,64.0,56.7,12.0,77.0,0.0,2025-02-14 18:16:46+00:00,3
29.832,61.7,64.0,56.7,13.0,77.0,0.0,2025-02-14 18:16:57+00:00,3
29.832,61.7,64.0,56.7,10.0,79.0,0.0,2025-02-14 18:17:08+00:00,3
29.831,61.8,64.0,56.7,9.0,79.0,0.0,2025-02-14 18:17:19+00:00,3
29.831,61.8,64.0,56.7,7.0,79.0,0.0,2025-02-14 18:17:30+00:00,3
29.831,61.8,64.0,56.7,9.0,79.0,0.0,2025-02-14 18:17:41+00:00,3
29.831,61.8,64.0,56.7,6.0,79.0,0.0,2025-02-14 18:17:52+00:00,3
29.831,61.8,64.0,56.6,14.0,79.0,0.0,2025-02-14 18:18:03+00:00,3
29.831,61.8,64.0,56.6,8.0,79.0,0.0,2025-02-14 18:18:14+00:00,3
29.832,61.8,64.0,56.6,7.0,79.0,0.0,2025-02-14 18:18:25+00:00,3
29.832,61.8,64.0,56.6,10.0,79.0,0.0,2025-02-14 18:18:36+00:00,3
29.832,61.8,64.0,56.6,9.0,79.0,0.0,2025-02-14 18:18:48+00:00,3
29.832,61.8,64.0,56.6,12.0,79.0,0.0,2025-02-14 18:18:59+00:00,3
29.832,61.8,64.0,56.6,6.0,79.0,0.0,2025-02-14 18:19:10+00:00,3
29.832,61.8,64.0,56.6,3.0,79.0,0.0,2025-02-14 18:19:21+00:00,3
29.832,61.8,64.0,56.6,7.0,79.0,0.0,2025-02-14 18:19:32+00:00,3
29.832,61.8,64.0,56.6,14.0,79.0,0.0,2025-02-14 18:19:43+00:00,3
29.832,61.8,64.0,56.6,13.0,79.0,0.0,2025-02-14 18:19:54+00:00,3
29.832,61.8,64.0,56.6,8.0,79.0,0.0,2025-02-14 18:20:05+00:00,3
29.832,61.7,64.0,56.5,12.0,79.0,0.0,2025-02-14 18:20:16+00:00,3
29.832,61.7,64.0,56.6,9.0,79.0,0.0,2025-02-14 18:20:27+00:00,3
29.832,61.7,64.0,56.6,12.0,79.0,0.0,2025-02-14 18:20:38+00:00,3
29.832,61.7,64.0,56.5,14.0,79.0,0.0,2025-02-14 18:20:49+00:00,3
29.832,61.7,64.0,56.6,10.0,79.0,0.0,2025-02-14 18:21:00+00:00,3
29.832,61.7,64.0,56.6,7.0,79.0,0.0,2025-02-14 18:21:11+00:00,3
29.831,61.8,64.0,56.6,10.0,79.0,0.0,2025-02-14 18:21:23+00:00,3
29.831,61.8,64.0,56.6,8.0,79.0,0.0,2025-02-14 18:21:34+00:00,3
29.831,61.8,64.0,56.6,4.0,79.0,0.0,2025-02-14 18:21:45+00:00,3
29.831,61.8,64.0,56.6,7.0,79.0,0.0,2025-02-14 18:21:56+00:00,3
29.831,61.8,64.0,56.6,9.0,79.0,0.0,2025-02-14 18:22:07+00:00,3
29.832,61.8,64.0,56.6,9.0,79.0,0.0,2025-02-14 18:22:18+00:00,3
29.832,61.8,64.0,56.5,14.0,79.0,0.0,2025-02-14 18:22:29+00:00,3
29.832,61.8,64.0,56.5,9.0,79.0,0.0,2025-02-14 18:22:40+00:00,3
29.832,61.8,64.0,56.5,5.0,79.0,0.0,2025-02-14 18:22:51+00:00,3
29.832,61.8,64.0,56.5,6.0,79.0,0.0,2025-02-14 18:23:02+00:00,3
29.832,61.8,64.0,56.5,10.0,79.0,0.0,2025-02-14 18:23:13+00:00,3
29.832,61.8,64.0,56.5,4.0,79.0,0.0,2025-02-14 18:23:24+00:00,3
29.832,61.8,64.0,56.5,6.0,79.0,0.0,2025-02-14 18:23:35+00:00,3
29.832,61.8,64.0,56.4,7.0,79.0,0.0,2025-02-14 18:23:47+00:00,3
29.832,61.8,64.0,56.4,9.0,79.0,0.0,2025-02-14 18:23:58+00:00,3
29.832,61.8,64.0,56.4,11.0,79.0,0.0,2025-02-14 18:24:09+00:00,3
29.834,61.8,64.0,56.4,14.0,79.0,0.0,2025-02-14 18:24:20+00:00,3
29.834,61.8,64.0,56.4,9.0,79.0,0.0,2025-02-14 18:24:31+00:00,3
29.834,61.8,64.0,56.4,9.0,79.0,0.0,2025-02-14 18:24:42+00:00,3
29.834,61.8,64.0,56.4,12.0,79.0,0.0,2025-02-14 18:24:53+00:00,3
29.834,61.8,64.0,56.4,8.0,78.0,0.0,2025-02-14 18:25:04+00:00,3
29.83,61.8,64.0,56.3,5.0,78.0,0.0,2025-02-14 18:25:15+00:00,3
29.83,61.8,64.0,56.3,5.0,78.0,0.0,2025-02-14 18:25:26+00:00,3
29.83,61.8,64.0,56.3,8.0,78.0,0.0,2025-02-14 18:25:37+00:00,3
29.83,61.8,64.0,56.3,6.0,78.0,0.0,2025-02-14 18:25:48+00:00,3
29.83,61.8,64.0,56.3,10.0,78.0,0.0,2025-02-14 18:25:59+00:00,3
29.83,61.8,64.0,56.3,8.0,78.0,0.0,2025-02-14 18:26:11+00:00,3
29.832,61.8,64.0,56.3,7.0,78.0,0.0,2025-02-14 18:26:22+00:00,3
29.832,61.8,64.0,56.3,11.0,78.0,0.0,2025-02-14 18:26:33+00:00,3
29.832,61.8,64.0,56.3,9.0,78.0,0.0,2025-02-14 18:26:44+00:00,3
29.832,61.8,64.0,56.3,6.0,78.0,0.0,2025-02-14 18:26:55+00:00,3
29.832,61.8,64.0,56.3,8.0,78.0,0.0,2025-02-14 18:27:06+00:00,3
29.83,61.8,64.0,56.3,10.0,78.0,0.0,2025-02-14 18:27:17+00:00,3
29.83,61.8,64.0,56.3,12.0,78.0,0.0,2025-02-14 18:27:28+00:00,3
29.83,61.8,64.0,56.3,11.0,78.0,0.0,2025-02-14 18:27:39+00:00,3
29.83,61.8,64.0,56.3,7.0,78.0,0.0,2025-02-14 18:27:50+00:00,3
29.83,61.8,64.0,56.3,9.0,78.0,0.0,2025-02-14 18:28:01+00:00,3
29.83,61.8,64.0,56.3,8.0,78.0,0.0,2025-02-14 18:28:12+00:00,3
29.83,61.7,64.0,56.3,11.0,78.0,0.0,2025-02-14 18:28:23+00:00,3
29.83,61.7,64.0,56.2,8.0,78.0,0.0,2025-02-14 18:28:35+00:00,3
29.83,61.7,64.0,56.3,6.0,78.0,0.0,2025-02-14 18:28:46+00:00,3
29.83,61.7,64.0,56.3,7.0,78.0,0.0,2025-02-14 18:28:57+00:00,3
29.83,61.7,64.0,56.3,8.0,78.0,0.0,2025-02-14 18:29:08+00:00,3
29.834,61.8,64.0,56.3,9.0,77.0,0.0,2025-02-14 18:29:19+00:00,3
29.834,61.8,64.0,56.3,9.0,77.0,0.0,2025-02-14 18:29:30+00:00,3
29.834,61.8,64.0,56.2,7.0,77.0,0.0,2025-02-14 18:29:41+00:00,3
29.834,61.8,64.0,56.2,10.0,77.0,0.0,2025-02-14 18:29:52+00:00,3
29.834,61.8,64.0,56.3,12.0,77.0,0.0,2025-02-14 18:30:03+00:00,3
29.834,61.8,64.0,56.3,8.0,77.0,0.0,2025-02-14 18:30:14+00:00,3
29.833,61.8,64.0,56.3,6.0,77.0,0.0,2025-02-14 18:30:25+00:00,3
29.833,61.8,64.0,56.2,9.0,77.0,0.0,2025-02-14 18:30:37+00:00,3
29.833,61.8,64.0,56.2,9.0,77.0,0.0,2025-02-14 18:30:48+00:00,3
29.833,61.8,64.0,56.2,4.0,77.0,0.0,2025-02-14 18:30:59+00:00,3
29.833,61.8,64.0,56.2,8.0,77.0,0.0,2025-02-14 18:31:10+00:00,3
29.834,61.7,64.0,56.2,3.0,77.0,0.0,2025-02-14 18:31:21+00:00,3
29.834,61.7,64.0,56.2,8.0,77.0,0.0,2025-02-14 18:31:32+00:00,3
29.834,61.7,64.0,56.3,8.0,77.0,0.0,2025-02-14 18:31:43+00:00,3
29.834,61.7,64.0,56.2,6.0,77.0,0.0,2025-02-14 18:31:54+00:00,3
29.834,61.7,64.0,56.2,9.0,76.0,0.0,2025-02-14 18:32:05+00:00,3
29.835,61.8,64.0,56.2,7.0,76.0,0.0,2025-02-14 18:32:16+00:00,3
29.835,61.8,64.0,56.2,11.0,76.0,0.0,2025-02-14 18:32:28+00:00,3
29.835,61.8,64.0,56.2,6.0,76.0,0.0,2025-02-14 18:32:39+00:00,3
29.835,61.8,64.0,56.2,8.0,76.0,0.0,2025-02-14 18:32:50+00:00,3
29.718,64.9,62.0,55.6,9.0,79.0,3.15,2025-02-15 02:40:16+00:00,3
29.718,64.9,62.0,55.6,8.0,79.0,2.84,2025-02-15 02:40:28+00:00,3
29.718,64.9,62.0,55.6,6.0,79.0,1.73,2025-02-15 02:40:39+00:00,3
29.718,64.9,62.0,55.6,9.0,79.0,1.73,2025-02-15 02:40:50+00:00,3
29.718,64.9,62.0,55.4,7.0,79.0,1.66,2025-02-15 02:41:01+00:00,3
29.718,64.9,62.0,55.3,5.0,75.0,2.32,2025-02-15 02:41:12+00:00,3
29.721,64.8,62.0,55.2,15.0,75.0,2.32,2025-02-15 02:41:23+00:00,3
29.721,64.8,62.0,55.2,10.0,75.0,2.32,2025-02-15 02:41:34+00:00,3
29.721,64.8,62.0,55.2,7.0,75.0,1.89,2025-02-15 02:41:45+00:00,3
29.721,64.8,62.0,55.2,7.0,75.0,1.89,2025-02-15 02:41:56+00:00,3
29.721,64.8,62.0,55.1,12.0,74.0,1.89,2025-02-15 02:42:07+00:00,3
29.718,64.8,62.0,55.1,10.0,74.0,0.98,2025-02-15 02:42:18+00:00,3
29.718,64.8,62.0,55.1,13.0,74.0,0.98,2025-02-15 02:42:29+00:00,3
29.718,64.8,62.0,55.1,12.0,74.0,0.98,2025-02-15 02:42:40+00:00,3
29.718,64.8,62.0,55.1,3.0,74.0,0.8,2025-02-15 02:42:51+00:00,3
29.718,64.8,62.0,55.1,6.0,74.0,0.65,2025-02-15 02:43:02+00:00,3
29.716,64.8,62.0,55.1,8.0,74.0,0.65,2025-02-15 02:43:13+00:00,3
29.716,64.8,62.0,55.1,11.0,74.0,0.47,2025-02-15 02:43:24+00:00,3
29.716,64.8,62.0,55.1,12.0,74.0,0.42,2025-02-15 02:43:35+00:00,3
29.716,64.8,62.0,55.0,8.0,74.0,0.34,2025-02-15 02:43:46+00:00,3
29.716,64.8,62.0,55.1,7.0,74.0,0.31,2025-02-15 02:43:58+00:00,3
29.716,64.8,62.0,55.1,9.0,74.0,0.28,2025-02-15 02:44:09+00:00,3
29.716,64.7,62.0,55.1,8.0,74.0,0.28,2025-02-15 02:44:20+00:00,3
29.716,64.7,62.0,55.1,5.0,74.0,0.28,2025-02-15 02:44:31+00:00,3
29.716,64.7,62.0,55.1,9.0,74.0,0.23,2025-02-15 02:44:42+00:00,3
29.716,64.7,62.0,55.0,10.0,74.0,0.21,2025-02-15 02:44:53+00:00,3
29.716,64.7,62.0,55.0,12.0,74.0,0.2,2025-02-15 02:45:04+00:00,3
29.718,64.7,62.0,55.0,10.0,74.0,0.19,2025-02-15 02:45:15+00:00,3
29.718,64.7,62.0,55.0,9.0,74.0,0.19,2025-02-15 02:45:26+00:00,3
29.718,64.7,62.0,55.1,7.0,76.0,0.19,2025-02-15 02:45:37+00:00,3
29.718,64.7,62.0,55.1,7.0,76.0,0.16,2025-02-15 02:45:48+00:00,3
29.718,64.7,62.0,55.1,8.0,76.0,0.15,2025-02-15 02:45:59+00:00,3
29.718,64.7,62.0,55.1,10.0,76.0,0.15,2025-02-15 02:46:10+00:00,3
29.718,64.6,62.0,55.1,8.0,76.0,0.14,2025-02-15 02:46:21+00:00,3
29.718,64.6,62.0,55.1,7.0,76.0,0.14,2025-02-15 02:46:32+00:00,3
29.718,64.6,62.0,55.1,9.0,76.0,0.14,2025-02-15 02:46:43+00:00,3
29.718,64.6,62.0,55.1,8.0,76.0,0.13,2025-02-15 02:46:54+00:00,3
29.718,64.6,62.0,55.1,6.0,76.0,0.12,2025-02-15 02:47:05+00:00,3
29.718,64.6,62.0,55.1,9.0,76.0,0.11,2025-02-15 02:47:17+00:00,3
29.718,64.6,62.0,55.0,9.0,76.0,0.11,2025-02-15 02:47:28+00:00,3
29.718,64.6,62.0,55.0,9.0,76.0,0.11,2025-02-15 02:47:39+00:00,3
29.718,64.6,62.0,55.0,6.0,76.0,0.11,2025-02-15 02:47:50+00:00,3
29.718,64.6,62.0,55.0,3.0,76.0,0.11,2025-02-15 02:48:01+00:00,3
29.718,64.6,62.0,55.0,0.0,78.0,0.1,2025-02-15 02:48:12+00:00,3
29.717,64.5,62.0,54.9,3.0,78.0,0.09,2025-02-15 02:48:23+00:00,3
29.717,64.5,62.0,55.0,7.0,78.0,0.09,2025-02-15 02:48:34+00:00,3
29.717,64.5,62.0,55.0,6.0,78.0,0.09,2025-02-15 02:48:45+00:00,3
29.717,64.5,62.0,54.9,13.0,78.0,0.09,2025-02-15 02:49:10+00:00,3
29.718,64.5,62.0,54.9,10.0,78.0,0.08,2025-02-15 02:49:21+00:00,3
29.718,64.5,62.0,54.8,7.0,78.0,0.08,2025-02-15 02:49:32+00:00,3
29.718,64.5,62.0,54.9,5.0,78.0,0.08,2025-02-15 02:49:43+00:00,3
29.718,64.5,62.0,54.9,9.0,78.0,0.08,2025-02-15 02:49:54+00:00,3
29.718,64.5,62.0,54.9,11.0,78.0,0.08,2025-02-15 02:50:05+00:00,3
29.715,64.5,62.0,54.9,9.0,78.0,0.08,2025-02-15 02:50:16+00:00,3
29.715,64.5,62.0,54.9,5.0,78.0,0.07,2025-02-15 02:50:27+00:00,3
29.715,64.5,62.0,54.9,8.0,78.0,0.07,2025-02-15 02:50:38+00:00,3
